ANO;GEO_COD;GEO_COD_DSG;NIVEL;NIVEL_DSG;N_ALOJAMENTOS;N_ALOJAMENTOS_FAMILIARES;N_ALOJAMENTOS_FAM_CLASSICOS;N_ALOJAMENTOS_FAM_N_CLASSICOS;N_ALOJAMENTOS_COLECTIVOS;N_CLASSICOS_RES_HABITUAL;N_ALOJAMENTOS_RES_HABITUAL;N_ALOJAMENTOS_VAGOS
2011;'11060401502; ;8;Subsecção;140;139;139;0;1;100;100;11
2011;'11060401601; ;8;Subsecção;59;59;59;0;0;52;52;5
2011;'11060401602; ;8;Subsecção;63;63;63;0;0;46;46;14
2011;'11060401603; ;8;Subsecção;61;61;61;0;0;46;46;13
2011;'11060401604; ;8;Subsecção;59;59;59;0;0;53;53;3
2011;'11060401701; ;8;Subsecção;280;280;280;0;0;193;193;47
2011;'11060401702; ;8;Subsecção;52;52;52;0;0;31;31;9
2011;'11060500101; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060500102; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060500103; ;8;Subsecção;71;71;71;0;0;57;57;12
2011;'11060500104; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060500105; ;8;Subsecção;61;61;61;0;0;51;51;7
2011;'11060500106; ;8;Subsecção;69;69;69;0;0;60;60;5
2011;'11060500107; ;8;Subsecção;28;28;28;0;0;25;25;2
2011;'11060500108; ;8;Subsecção;26;26;26;0;0;22;22;4
2011;'11060500201; ;8;Subsecção;75;75;75;0;0;58;58;13
2011;'11060500202; ;8;Subsecção;57;57;57;0;0;42;42;9
2011;'11060500301; ;8;Subsecção;47;47;47;0;0;41;41;4
2011;'11060500401; ;8;Subsecção;66;66;66;0;0;39;39;25
2011;'11060500402; ;8;Subsecção;104;104;103;1;0;82;83;17
2011;'11060500403; ;8;Subsecção;55;55;55;0;0;46;46;6
2011;'11060500501; ;8;Subsecção;170;170;170;0;0;133;133;32
2011;'11060500502; ;8;Subsecção;46;46;46;0;0;41;41;1
2011;'11060500503; ;8;Subsecção;48;48;48;0;0;43;43;1
2011;'11060500504; ;8;Subsecção;59;59;59;0;0;54;54;4
2011;'11060500505; ;8;Subsecção;60;60;60;0;0;53;53;7
2011;'11060500601; ;8;Subsecção;114;114;114;0;0;92;92;10
2011;'11060500602; ;8;Subsecção;114;114;114;0;0;98;98;12
2011;'11060500603; ;8;Subsecção;11;11;11;0;0;9;9;2
2011;'11060500604; ;8;Subsecção;23;23;23;0;0;18;18;2
2011;'11060500701; ;8;Subsecção;71;71;71;0;0;62;62;2
2011;'11060500702; ;8;Subsecção;126;125;125;0;1;106;106;9
2011;'11060500703; ;8;Subsecção;58;58;58;0;0;47;47;4
2011;'11060500801; ;8;Subsecção;146;145;145;0;1;127;127;11
2011;'11060500802; ;8;Subsecção;17;17;17;0;0;16;16;0
2011;'11060500803; ;8;Subsecção;148;148;148;0;0;130;130;12
2011;'11060500901; ;8;Subsecção;19;19;19;0;0;15;15;1
2011;'11060500902; ;8;Subsecção;66;66;66;0;0;53;53;11
2011;'11060500903; ;8;Subsecção;13;13;13;0;0;10;10;1
2011;'11060500904; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060501001; ;8;Subsecção;45;45;45;0;0;42;42;2
2011;'11060501002; ;8;Subsecção;26;26;26;0;0;19;19;7
2011;'11060501003; ;8;Subsecção;39;37;37;0;2;35;35;0
2011;'11060501004; ;8;Subsecção;54;54;54;0;0;42;42;11
2011;'11060501005; ;8;Subsecção;51;51;51;0;0;34;34;11
2011;'11060501006; ;8;Subsecção;12;12;12;0;0;8;8;2
2011;'11060501007; ;8;Subsecção;30;30;30;0;0;20;20;6
2011;'11060501008; ;8;Subsecção;25;25;25;0;0;13;13;5
2011;'11060501101; ;8;Subsecção;53;53;53;0;0;47;47;1
2011;'11060501102; ;8;Subsecção;74;74;74;0;0;71;71;3
2011;'11060501103; ;8;Subsecção;8;8;8;0;0;5;5;3
2011;'11060501104; ;8;Subsecção;61;61;61;0;0;57;57;2
2011;'11060501105; ;8;Subsecção;48;48;48;0;0;43;43;3
2011;'11060501201; ;8;Subsecção;75;75;75;0;0;63;63;3
2011;'11060501202; ;8;Subsecção;16;16;16;0;0;14;14;1
2011;'11060501203; ;8;Subsecção;160;160;160;0;0;119;119;36
2011;'11060501204; ;8;Subsecção;73;73;73;0;0;52;52;9
2011;'11060501205; ;8;Subsecção;31;31;31;0;0;28;28;1
2011;'11060501301; ;8;Subsecção;115;115;115;0;0;80;80;17
2011;'11060501302; ;8;Subsecção;77;77;77;0;0;59;59;13
2011;'11060501303; ;8;Subsecção;24;24;24;0;0;22;22;2
2011;'11060501304; ;8;Subsecção;44;44;44;0;0;10;10;33
2011;'11060501305; ;8;Subsecção;10;10;10;0;0;7;7;2
2011;'11060501401; ;8;Subsecção;6;6;6;0;0;5;5;0
2011;'11060501402; ;8;Subsecção;14;14;14;0;0;14;14;0
2011;'11060501403; ;8;Subsecção;5;5;5;0;0;4;4;0
2011;'11060501404; ;8;Subsecção;283;283;283;0;0;183;183;14
2011;'11060501501; ;8;Subsecção;41;41;38;3;0;32;35;4
2011;'11060501502; ;8;Subsecção;18;18;18;0;0;16;16;2
2011;'11060501503; ;8;Subsecção;36;36;35;1;0;33;34;0
2011;'11060501504; ;8;Subsecção;206;206;206;0;0;87;87;111
2011;'11060501505; ;8;Subsecção;116;116;116;0;0;97;97;6
2011;'11060501506; ;8;Subsecção;7;7;7;0;0;7;7;0
2011;'11060501601; ;8;Subsecção;9;9;9;0;0;8;8;0
2011;'11060501602; ;8;Subsecção;87;87;87;0;0;71;71;9
2011;'11060501603; ;8;Subsecção;83;83;83;0;0;65;65;9
2011;'11060501604; ;8;Subsecção;83;83;83;0;0;60;60;16
2011;'11060501605; ;8;Subsecção;118;118;118;0;0;79;79;25
2011;'11060501701; ;8;Subsecção;152;152;152;0;0;123;123;11
2011;'11060501702; ;8;Subsecção;204;204;204;0;0;131;131;46
2011;'11060501801; ;8;Subsecção;61;61;61;0;0;40;40;16
2011;'11060501802; ;8;Subsecção;73;73;73;0;0;58;58;12
2011;'11060501803; ;8;Subsecção;112;112;112;0;0;86;86;16
2011;'11060501804; ;8;Subsecção;57;57;57;0;0;46;46;9
2011;'11060501901; ;8;Subsecção;329;328;326;2;1;244;246;73
2011;'11060502001; ;8;Subsecção;119;119;119;0;0;81;81;35
2011;'11060502002; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060502003; ;8;Subsecção;180;180;179;1;0;119;120;49
2011;'11060502101; ;8;Subsecção;285;285;285;0;0;182;182;51
2011;'11060502102; ;8;Subsecção;14;14;14;0;0;8;8;5
2011;'11060502201; ;8;Subsecção;112;112;112;0;0;92;92;4
2011;'11060502202; ;8;Subsecção;311;311;311;0;0;222;222;54
2011;'11060600101; ;8;Subsecção;184;184;184;0;0;131;131;25
2011;'11060600102; ;8;Subsecção;112;112;112;0;0;79;79;19
2011;'11060600201; ;8;Subsecção;149;149;149;0;0;96;96;35
2011;'11060600202; ;8;Subsecção;155;155;155;0;0;118;118;23
2011;'11060600301; ;8;Subsecção;202;199;199;0;3;149;149;29
2011;'11060600302; ;8;Subsecção;130;130;130;0;0;88;88;29
2011;'11060600303; ;8;Subsecção;21;21;21;0;0;11;11;8
2011;'11060600401; ;8;Subsecção;230;228;227;1;2;175;176;40
2011;'11060600501; ;8;Subsecção;260;259;257;2;1;148;150;64
2011;'11060600601; ;8;Subsecção;132;130;130;0;2;86;86;37
2011;'11060600602; ;8;Subsecção;75;75;75;0;0;55;55;14
2011;'11060600603; ;8;Subsecção;19;19;19;0;0;8;8;10
2011;'11060600604; ;8;Subsecção;17;17;17;0;0;14;14;3
2011;'11060600605; ;8;Subsecção;20;20;20;0;0;11;11;8
2011;'11060600701; ;8;Subsecção;90;89;89;0;1;67;67;5
2011;'11060600702; ;8;Subsecção;141;138;138;0;3;85;85;39
2011;'11060600703; ;8;Subsecção;33;31;31;0;2;18;18;10
2011;'11060600704; ;8;Subsecção;90;89;89;0;1;60;60;27
2011;'11060600801; ;8;Subsecção;114;113;113;0;1;65;65;32
2011;'11060600802; ;8;Subsecção;214;214;214;0;0;144;144;49
2011;'11060600803; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060600901; ;8;Subsecção;29;29;29;0;0;22;22;2
2011;'11060600902; ;8;Subsecção;132;132;132;0;0;100;100;17
2011;'11060600903; ;8;Subsecção;186;186;186;0;0;149;149;30
2011;'11060601001; ;8;Subsecção;146;146;146;0;0;118;118;22
2011;'11060601002; ;8;Subsecção;179;178;178;0;1;128;128;35
2011;'11060601101; ;8;Subsecção;245;245;245;0;0;191;191;44
2011;'11060601201; ;8;Subsecção;107;104;104;0;3;65;65;29
2011;'11060601202; ;8;Subsecção;226;224;224;0;2;154;154;38
2011;'11060601301; ;8;Subsecção;60;58;58;0;2;41;41;9
2011;'11060601302; ;8;Subsecção;175;173;172;1;2;114;115;46
2011;'11060601303; ;8;Subsecção;107;106;106;0;1;62;62;34
2011;'11060601401; ;8;Subsecção;96;96;96;0;0;73;73;18
2011;'11060601402; ;8;Subsecção;206;205;205;0;1;127;127;36
2011;'11060601403; ;8;Subsecção;50;49;49;0;1;36;36;11
2011;'11060601501; ;8;Subsecção;414;413;412;1;1;276;277;90
2011;'11060601502; ;8;Subsecção;13;13;13;0;0;9;9;4
2011;'11060601601; ;8;Subsecção;216;216;216;0;0;141;141;48
2011;'11060601602; ;8;Subsecção;19;18;18;0;1;4;4;11
2011;'11060601603; ;8;Subsecção;136;136;136;0;0;82;82;33
2011;'11060601604; ;8;Subsecção;13;13;13;0;0;5;5;8
2011;'11060601701; ;8;Subsecção;397;394;394;0;3;289;289;79
2011;'11060601801; ;8;Subsecção;112;112;112;0;0;79;79;24
2011;'11060601802; ;8;Subsecção;70;70;70;0;0;62;62;6
2011;'11060601803; ;8;Subsecção;45;45;45;0;0;32;32;10
2011;'11060601804; ;8;Subsecção;26;26;26;0;0;20;20;5
2011;'11060601901; ;8;Subsecção;99;99;99;0;0;52;52;25
2011;'11060601902; ;8;Subsecção;174;174;174;0;0;125;125;31
2011;'11060700101; ;8;Subsecção;1;1;1;0;0;0;0;1
2011;'11060700102; ;8;Subsecção;270;270;270;0;0;198;198;39
2011;'11060700103; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060700104; ;8;Subsecção;77;77;77;0;0;60;60;3
2011;'11060700201; ;8;Subsecção;385;385;385;0;0;285;285;22
2011;'11060700301; ;8;Subsecção;161;161;161;0;0;107;107;22
2011;'11060700302; ;8;Subsecção;263;263;263;0;0;209;209;17
2011;'11060700401; ;8;Subsecção;40;40;40;0;0;26;26;12
2011;'11060700402; ;8;Subsecção;20;20;20;0;0;15;15;3
2011;'11060700403; ;8;Subsecção;102;102;102;0;0;64;64;27
2011;'11060700404; ;8;Subsecção;64;64;63;1;0;48;49;15
2011;'11060700405; ;8;Subsecção;29;29;28;1;0;23;24;1
2011;'11060700501; ;8;Subsecção;227;227;227;0;0;193;193;17
2011;'11060700502; ;8;Subsecção;109;109;109;0;0;93;93;10
2011;'11060700601; ;8;Subsecção;24;24;24;0;0;24;24;0
2011;'11060700602; ;8;Subsecção;62;62;62;0;0;53;53;7
2011;'11060700603; ;8;Subsecção;100;100;100;0;0;96;96;2
2011;'11060700604; ;8;Subsecção;24;24;24;0;0;23;23;0
2011;'11060700701; ;8;Subsecção;127;127;127;0;0;96;96;23
2011;'11060700702; ;8;Subsecção;68;68;68;0;0;42;42;18
2011;'11060700703; ;8;Subsecção;99;99;99;0;0;68;68;29
2011;'11060700704; ;8;Subsecção;92;92;92;0;0;77;77;13
2011;'11060700801; ;8;Subsecção;84;84;84;0;0;52;52;27
2011;'11060700802; ;8;Subsecção;203;203;203;0;0;134;134;59
2011;'11060700803; ;8;Subsecção;18;18;18;0;0;9;9;8
2011;'11060700901; ;8;Subsecção;217;217;217;0;0;121;121;57
2011;'11060700902; ;8;Subsecção;152;152;152;0;0;99;99;49
2011;'11060701001; ;8;Subsecção;187;187;187;0;0;109;109;29
2011;'11060701002; ;8;Subsecção;112;112;112;0;0;87;87;9
2011;'11060701101; ;8;Subsecção;76;76;76;0;0;60;60;11
2011;'11060701102; ;8;Subsecção;81;81;81;0;0;70;70;3
2011;'11060701103; ;8;Subsecção;136;136;136;0;0;86;86;33
2011;'11060701104; ;8;Subsecção;64;64;64;0;0;39;39;12
2011;'11060701201; ;8;Subsecção;304;304;303;1;0;232;233;54
2011;'11060701301; ;8;Subsecção;92;92;92;0;0;76;76;14
2011;'11060701302; ;8;Subsecção;18;18;18;0;0;17;17;1
2011;'11060701303; ;8;Subsecção;42;42;42;0;0;34;34;6
2011;'11060701304; ;8;Subsecção;127;127;127;0;0;94;94;23
2011;'11060701401; ;8;Subsecção;63;63;63;0;0;59;59;2
2011;'11060701402; ;8;Subsecção;126;126;126;0;0;114;114;8
2011;'11060701403; ;8;Subsecção;26;26;26;0;0;17;17;8
2011;'11060701404; ;8;Subsecção;34;34;34;0;0;23;23;7
2011;'11060701405; ;8;Subsecção;12;12;12;0;0;12;12;0
2011;'11060701406; ;8;Subsecção;12;12;12;0;0;9;9;2
2011;'11060701407; ;8;Subsecção;18;18;18;0;0;14;14;4
2011;'11060701408; ;8;Subsecção;16;16;16;0;0;14;14;2
2011;'11060701501; ;8;Subsecção;352;352;351;1;0;230;231;50
2011;'11060701502; ;8;Subsecção;136;136;135;1;0;107;108;25
2011;'11060701601; ;8;Subsecção;95;95;95;0;0;42;42;43
2011;'11060701602; ;8;Subsecção;43;43;43;0;0;26;26;13
2011;'11060701603; ;8;Subsecção;121;120;120;0;1;91;91;20
2011;'11060701604; ;8;Subsecção;22;22;22;0;0;16;16;3
2011;'11060701605; ;8;Subsecção;78;78;78;0;0;42;42;33
2011;'11060701701; ;8;Subsecção;10;10;10;0;0;6;6;3
2011;'11060701702; ;8;Subsecção;128;128;128;0;0;95;95;11
2011;'11060701703; ;8;Subsecção;30;30;30;0;0;22;22;6
2011;'11060701704; ;8;Subsecção;59;59;59;0;0;44;44;5
2011;'11060701705; ;8;Subsecção;6;6;6;0;0;2;2;3
2011;'11060701706; ;8;Subsecção;50;50;50;0;0;36;36;3
2011;'11060701801; ;8;Subsecção;10;10;10;0;0;7;7;3
2011;'11060701802; ;8;Subsecção;120;118;118;0;2;77;77;37
2011;'11060701803; ;8;Subsecção;73;73;73;0;0;31;31;37
2011;'11060701804; ;8;Subsecção;83;83;83;0;0;41;41;41
2011;'11060701901; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060701902; ;8;Subsecção;235;235;235;0;0;181;181;41
2011;'11060701903; ;8;Subsecção;44;43;43;0;1;32;32;9
2011;'11060701904; ;8;Subsecção;4;4;4;0;0;3;3;1
2011;'11060702001; ;8;Subsecção;32;32;32;0;0;22;22;6
2011;'11060702002; ;8;Subsecção;27;27;27;0;0;24;24;2
2011;'11060702003; ;8;Subsecção;23;23;23;0;0;18;18;4
2011;'11060702004; ;8;Subsecção;15;15;15;0;0;12;12;3
2011;'11060702005; ;8;Subsecção;23;23;23;0;0;13;13;5
2011;'11060702006; ;8;Subsecção;25;25;25;0;0;21;21;2
2011;'11060702007; ;8;Subsecção;28;28;28;0;0;25;25;1
2011;'11060702008; ;8;Subsecção;47;47;47;0;0;32;32;10
2011;'11060702009; ;8;Subsecção;41;41;41;0;0;32;32;7
2011;'11060702101; ;8;Subsecção;44;44;44;0;0;31;31;12
2011;'11060702102; ;8;Subsecção;19;19;19;0;0;16;16;2
2011;'11060702103; ;8;Subsecção;46;46;46;0;0;35;35;9
2011;'11060702104; ;8;Subsecção;80;80;80;0;0;62;62;12
2011;'11060702105; ;8;Subsecção;139;139;139;0;0;119;119;14
2011;'11060702201; ;8;Subsecção;49;49;49;0;0;42;42;3
2011;'11060702202; ;8;Subsecção;121;121;121;0;0;95;95;14
2011;'11060702203; ;8;Subsecção;54;54;54;0;0;43;43;6
2011;'11060702301; ;8;Subsecção;159;159;159;0;0;113;113;18
2011;'11060702302; ;8;Subsecção;45;45;45;0;0;33;33;5
2011;'11060702303; ;8;Subsecção;43;43;43;0;0;34;34;8
2011;'11060702401; ;8;Subsecção;120;120;120;0;0;75;75;21
2011;'11060702402; ;8;Subsecção;24;24;24;0;0;9;9;13
2011;'11060702403; ;8;Subsecção;68;68;68;0;0;47;47;14
2011;'11060702404; ;8;Subsecção;49;49;49;0;0;39;39;7
2011;'11060702405; ;8;Subsecção;56;56;56;0;0;37;37;7
2011;'11060800101; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060800102; ;8;Subsecção;97;97;97;0;0;76;76;16
2011;'11060800103; ;8;Subsecção;59;59;59;0;0;39;39;15
2011;'11060800104; ;8;Subsecção;57;57;57;0;0;39;39;13
2011;'11060800201; ;8;Subsecção;16;16;16;0;0;16;16;0
2011;'11060800202; ;8;Subsecção;210;210;210;0;0;164;164;18
2011;'11060800203; ;8;Subsecção;40;40;40;0;0;29;29;5
2011;'11060800301; ;8;Subsecção;361;360;360;0;1;287;287;46
2011;'11060800401; ;8;Subsecção;103;103;103;0;0;86;86;5
2011;'11060800402; ;8;Subsecção;122;121;121;0;1;93;93;6
2011;'11060800501; ;8;Subsecção;484;484;484;0;0;363;363;81
2011;'11060800601; ;8;Subsecção;149;149;149;0;0;117;117;21
2011;'11060800602; ;8;Subsecção;120;120;120;0;0;98;98;6
2011;'11060800701; ;8;Subsecção;249;249;247;2;0;178;180;12
2011;'11060800801; ;8;Subsecção;334;334;334;0;0;267;267;54
2011;'11060800901; ;8;Subsecção;427;427;427;0;0;340;340;46
2011;'11060801001; ;8;Subsecção;169;169;169;0;0;142;142;11
2011;'11060801002; ;8;Subsecção;79;79;79;0;0;57;57;13
2011;'11060801101; ;8;Subsecção;329;329;329;0;0;255;255;41
2011;'11060801102; ;8;Subsecção;128;128;128;0;0;85;85;43
2011;'11060801201; ;8;Subsecção;183;183;183;0;0;152;152;17
2011;'11060801202; ;8;Subsecção;122;122;122;0;0;89;89;12
2011;'11060801301; ;8;Subsecção;355;355;355;0;0;263;263;38
2011;'11060801401; ;8;Subsecção;2;2;2;0;0;2;2;0
2011;'11060801402; ;8;Subsecção;54;54;54;0;0;42;42;2
2011;'11060801403; ;8;Subsecção;193;193;193;0;0;142;142;16
2011;'11060801404; ;8;Subsecção;58;58;58;0;0;38;38;6
2011;'11060801501; ;8;Subsecção;111;111;111;0;0;84;84;14
2011;'11060801502; ;8;Subsecção;54;54;54;0;0;48;48;2
2011;'11060801503; ;8;Subsecção;41;41;41;0;0;33;33;4
2011;'11060801601; ;8;Subsecção;300;300;300;0;0;221;221;0
2011;'11060801701; ;8;Subsecção;357;357;356;1;0;297;298;39
2011;'11060801801; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060801802; ;8;Subsecção;228;228;228;0;0;191;191;8
2011;'11060801803; ;8;Subsecção;202;202;202;0;0;153;153;5
2011;'11060801901; ;8;Subsecção;124;124;124;0;0;103;103;7
2011;'11060801902; ;8;Subsecção;144;144;144;0;0;116;116;13
2011;'11060802001; ;8;Subsecção;272;272;272;0;0;211;211;41
2011;'11060802101; ;8;Subsecção;232;232;232;0;0;193;193;20
2011;'11060802102; ;8;Subsecção;228;228;228;0;0;185;185;16
2011;'11060802201; ;8;Subsecção;316;316;316;0;0;247;247;30
2011;'11060802301; ;8;Subsecção;75;75;75;0;0;64;64;1
2011;'11060802302; ;8;Subsecção;203;203;203;0;0;162;162;10
2011;'11060802401; ;8;Subsecção;256;256;255;1;0;196;197;38
2011;'11060802402; ;8;Subsecção;72;72;72;0;0;52;52;11
2011;'11060802501; ;8;Subsecção;214;214;214;0;0;177;177;21
2011;'11060802502; ;8;Subsecção;46;45;45;0;1;36;36;4
2011;'11060802503; ;8;Subsecção;38;36;36;0;2;21;21;7
2011;'11060802504; ;8;Subsecção;16;16;16;0;0;9;9;6
2011;'11060802601; ;8;Subsecção;354;354;354;0;0;280;280;18
2011;'11060802701; ;8;Subsecção;351;351;351;0;0;247;247;50
2011;'11060802801; ;8;Subsecção;345;345;345;0;0;277;277;28
2011;'11060802901; ;8;Subsecção;261;261;261;0;0;190;190;57
2011;'11060802902; ;8;Subsecção;31;31;31;0;0;28;28;2
2011;'11060802903; ;8;Subsecção;38;38;38;0;0;26;26;11
2011;'11060803001; ;8;Subsecção;404;404;404;0;0;316;316;43
2011;'11060803101; ;8;Subsecção;300;300;300;0;0;224;224;70
2011;'11060803201; ;8;Subsecção;185;185;185;0;0;150;150;15
2011;'11060803202; ;8;Subsecção;136;136;136;0;0;107;107;21
2011;'11060803301; ;8;Subsecção;293;293;293;0;0;216;216;14
2011;'11060803401; ;8;Subsecção;166;166;166;0;0;131;131;20
2011;'11060803402; ;8;Subsecção;269;269;269;0;0;185;185;37
2011;'11060803501; ;8;Subsecção;370;370;370;0;0;302;302;34
2011;'11060803601; ;8;Subsecção;236;236;236;0;0;168;168;40
2011;'11060803602; ;8;Subsecção;127;127;127;0;0;91;91;32
2011;'11060803701; ;8;Subsecção;211;211;211;0;0;163;163;9
2011;'11060803702; ;8;Subsecção;188;188;188;0;0;145;145;6
2011;'11060803801; ;8;Subsecção;205;205;205;0;0;152;152;46
2011;'11060803802; ;8;Subsecção;170;170;170;0;0;133;133;32
2011;'11060803901; ;8;Subsecção;90;90;90;0;0;71;71;7
2011;'11060803902; ;8;Subsecção;79;79;79;0;0;64;64;7
2011;'11060803903; ;8;Subsecção;76;76;76;0;0;60;60;6
2011;'11060803904; ;8;Subsecção;15;15;15;0;0;11;11;4
2011;'11060803905; ;8;Subsecção;25;25;25;0;0;19;19;5
2011;'11060803906; ;8;Subsecção;26;26;26;0;0;22;22;2
2011;'11060804001; ;8;Subsecção;141;141;141;0;0;120;120;2
2011;'11060804002; ;8;Subsecção;57;57;57;0;0;51;51;0
2011;'11060804003; ;8;Subsecção;109;109;109;0;0;82;82;3
2011;'11060804101; ;8;Subsecção;580;580;580;0;0;447;447;91
2011;'11060804201; ;8;Subsecção;311;311;311;0;0;229;229;1
2011;'11060804301; ;8;Subsecção;305;305;305;0;0;236;236;19
2011;'11060804401; ;8;Subsecção;398;398;397;1;0;316;317;47
2011;'11060804501; ;8;Subsecção;1;1;1;0;0;1;1;0
2011;'11060804502; ;8;Subsecção;40;40;40;0;0;34;34;6
2011;'11060804503; ;8;Subsecção;24;24;24;0;0;20;20;3
2011;'11060804504; ;8;Subsecção;28;28;28;0;0;17;17;10
2011;'11060804505; ;8;Subsecção;158;158;158;0;0;134;134;19
2011;'11060804601; ;8;Subsecção;293;293;293;0;0;203;203;51
2011;'11060804701; ;8;Subsecção;242;242;242;0;0;203;203;23
2011;'11060804702; ;8;Subsecção;15;15;15;0;0;10;10;3
2011;'11060804703; ;8;Subsecção;24;24;24;0;0;21;21;2
2011;'11060804801; ;8;Subsecção;75;75;75;0;0;58;58;9
2011;'11060804802; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060804803; ;8;Subsecção;124;124;124;0;0;82;82;21
2011;'11060804901; ;8;Subsecção;57;57;57;0;0;41;41;13
2011;'11060804902; ;8;Subsecção;21;21;21;0;0;17;17;3
2011;'11060804903; ;8;Subsecção;30;30;30;0;0;23;23;5
2011;'11060804904; ;8;Subsecção;113;112;112;0;1;88;88;18
2011;'11060804905; ;8;Subsecção;20;20;20;0;0;15;15;5
2011;'11060804906; ;8;Subsecção;23;23;23;0;0;19;19;3
2011;'11060804907; ;8;Subsecção;14;14;14;0;0;12;12;1
2011;'11060805001; ;8;Subsecção;112;112;112;0;0;85;85;20
2011;'11060805002; ;8;Subsecção;150;150;150;0;0;99;99;19
2011;'11060805101; ;8;Subsecção;162;161;161;0;1;130;130;22
2011;'11060805102; ;8;Subsecção;100;100;100;0;0;74;74;21
2011;'11060805201; ;8;Subsecção;31;31;31;0;0;23;23;4
2011;'11060805202; ;8;Subsecção;21;21;21;0;0;15;15;5
2011;'11060805203; ;8;Subsecção;40;40;40;0;0;33;33;4
2011;'11060805204; ;8;Subsecção;19;18;18;0;1;13;13;2
2011;'11060805205; ;8;Subsecção;36;36;36;0;0;33;33;2
2011;'11060805206; ;8;Subsecção;37;36;36;0;1;5;5;30
2011;'11060805207; ;8;Subsecção;16;16;16;0;0;12;12;1
2011;'11060805208; ;8;Subsecção;20;20;20;0;0;14;14;5
2011;'11060805209; ;8;Subsecção;33;33;33;0;0;24;24;5
2011;'11060805210; ;8;Subsecção;36;36;36;0;0;28;28;6
2011;'11060805301; ;8;Subsecção;468;468;468;0;0;358;358;32
2011;'11060805401; ;8;Subsecção;20;20;20;0;0;15;15;4
2011;'11060805402; ;8;Subsecção;26;26;26;0;0;16;16;8
2011;'11060805403; ;8;Subsecção;30;30;30;0;0;21;21;9
2011;'11060805404; ;8;Subsecção;20;20;20;0;0;14;14;6
2011;'11060805405; ;8;Subsecção;17;17;17;0;0;14;14;3
2011;'11060805406; ;8;Subsecção;7;7;7;0;0;4;4;3
2011;'11060805407; ;8;Subsecção;18;18;18;0;0;17;17;1
2011;'11060805408; ;8;Subsecção;31;31;31;0;0;27;27;4
2011;'11060805409; ;8;Subsecção;186;186;186;0;0;151;151;22
2011;'11060805501; ;8;Subsecção;143;143;143;0;0;119;119;14
2011;'11060805502; ;8;Subsecção;83;83;83;0;0;51;51;29
2011;'11060805503; ;8;Subsecção;1;1;1;0;0;1;1;0
2011;'11060805504; ;8;Subsecção;61;61;61;0;0;59;59;0
2011;'11060805505; ;8;Subsecção;50;50;50;0;0;33;33;10
2011;'11060805601; ;8;Subsecção;88;88;88;0;0;63;63;7
2011;'11060805602; ;8;Subsecção;311;311;311;0;0;231;231;39
2011;'11060805701; ;8;Subsecção;210;210;210;0;0;177;177;24
2011;'11060805702; ;8;Subsecção;4;3;3;0;1;2;2;0
2011;'11060805703; ;8;Subsecção;44;43;43;0;1;37;37;5
2011;'11060805801; ;8;Subsecção;126;126;126;0;0;106;106;10
2011;'11060805802; ;8;Subsecção;69;69;69;0;0;47;47;6
2011;'11060805901; ;8;Subsecção;165;165;165;0;0;74;74;86
2011;'11060805902; ;8;Subsecção;1;1;1;0;0;0;0;0
2011;'11060805903; ;8;Subsecção;48;48;48;0;0;43;43;1
2011;'11060805904; ;8;Subsecção;24;24;24;0;0;23;23;1
2011;'11060805905; ;8;Subsecção;62;62;62;0;0;53;53;4
2011;'11060805906; ;8;Subsecção;1;0;0;0;1;0;0;0
2011;'11060806001; ;8;Subsecção;135;134;133;1;1;62;63;66
2011;'11060806002; ;8;Subsecção;103;103;103;0;0;82;82;5
2011;'11060806003; ;8;Subsecção;14;13;13;0;1;1;1;12
2011;'11060806004; ;8;Subsecção;28;28;28;0;0;14;14;9
2011;'11060806005; ;8;Subsecção;63;63;63;0;0;56;56;6
2011;'11060806101; ;8;Subsecção;5;4;4;0;1;4;4;0
2011;'11060806102; ;8;Subsecção;27;27;27;0;0;27;27;0
2011;'11060806103; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060806104; ;8;Subsecção;37;37;37;0;0;35;35;1
2011;'11060806105; ;8;Subsecção;27;27;27;0;0;27;27;0
2011;'11060806106; ;8;Subsecção;18;18;18;0;0;17;17;1
2011;'11060806201; ;8;Subsecção;155;155;155;0;0;144;144;11
2011;'11060806202; ;8;Subsecção;98;98;98;0;0;86;86;11
2011;'11060806203; ;8;Subsecção;219;219;218;1;0;190;191;27
2011;'11060806301; ;8;Subsecção;1;1;1;0;0;1;1;0
2011;'11060806302; ;8;Subsecção;12;11;11;0;1;11;11;0
2011;'11060806303; ;8;Subsecção;18;18;18;0;0;16;16;2
2011;'11060806304; ;8;Subsecção;20;20;20;0;0;18;18;1
2011;'11060806305; ;8;Subsecção;9;9;9;0;0;9;9;0
